MEF,MEF_STAT_11,MEF_STAT_4,DISPOSITIF_FORMATION,LIBELLE_LONG,BOP,FORFAIT JOURNALIER,PLAFOND MAX
2402423111,23110024231,2311,240,1CAP1 ARTS DU TAPIS ET TAPISS.DE LISSE,MENJ,15,525
2402512611,23110025126,2311,240,1CAP1 OUTILLAGES A DECOUPER ET EMBOUTIR,MENJ,15,525
2402130511,23110021305,2311,240,1CAP1 MAREYAGE,MENJ,15,525
2402412711,23110024127,2311,240,1CAP1 ARTS DE LA BRODERIE,MENJ,15,525
2402423811,23110024238,2311,240,1CAP1  TAPISSIER-E AMEUBLEMENT EN SIEGE,MENJ,15,525
2402423911,23110024239,2311,240,1CAP1  TAPISSIER-E AMEUBLEMENT EN DECOR,MENJ,15,525
2402413011,23110024130,2311,240,1CAP1  ARTS DE LA DENTELLE OPT. FUSEAUx,MENJ,15,525
2402552111,23110025521,2311,240,1CAP1  METIERS ENSEIGNE SIGNALETIQUE,MENJ,15,525
2403231211,23110032312,2311,240,1CAP1  ASS.TECH.INSTR.MUSIQ. : PIANO,MENJ,15,525
2403231311,23110032313,2311,240,1CAP1  ASS.TECH.INSTR.MUSIQ. : GUITARE,MENJ,15,525
2403231111,23110032311,2311,240,1CAP1  ASS.TECH.INSTR.MUSIQ.  INSTR.VENT,MENJ,15,525
2402344311,23110023443,2311,240,1CAP1  CONDUCTEUR-OPERATEUR DE SCIERIE,MENJ,15,525
2402344511,23110023445,2311,240,1CAP1  EBENISTE,MENJ,15,525
2402242111,23110022421,2311,240,1CAP1 TOURNAGE EN CERAMIQUE,MENJ,15,525
2402543711,23110025437,2311,240,1CAP1  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,MENJ,15,525
2402300511,23110023005,2311,240,1CAP1  MONTEUR STRUCTURES MOBILES,MENJ,15,525
2402552411,23110025524,2311,240,1CAP1  ELECTRICIEN,MENJ,15,525
2403122111,23110031221,2311,240,1CAP1  POISSONNIER ECAILLER,MENJ,15,525
2402213711,23110022137,2311,240,1CAP1  BOULANGER,MENJ,15,525
2402530611,23110025306,2311,240,1CAP1  AERONAUTIQUE OPTION SYSTEMES,MENJ,15,525
2402213811,23110022138,2311,240,1CAP1  GLACIER-FABRICANT,MENJ,15,525
2402431511,23110024315,2311,240,1CAP1  FOURRURE,MENJ,15,525
2402322011,23110023220,2311,240,1CAP1  TAILLEUR DE PIERRE,MENJ,15,525
2403112211,23110031122,2311,240,1CAP1  OPERATEUR/OPERATRICE LOGISTIQUE,MENJ,15,525
2402543611,23110025436,2311,240,1CAP1  FERRONNIER D'ART,MENJ,15,525
2402322111,23110023221,2311,240,1CAP1  MARBRIER BATIMENT ET DECORATION,MENJ,15,525
2402332511,23110023325,2311,240,1CAP1  CARRELEUR MOSAISTE,MENJ,15,525
2403440511,23110034405,2311,240,1CAP1  AGENT DE SECURITE,MENJ,15,525
2402010111,23110020101,2311,240,1CAP1  CONDUCT. INSTALLATIONS PRODUCTION,MENJ,15,525
2403222811,23110032228,2311,240,1CAP1  ARTS DE LA RELIURE,MENJ,15,525
2403361611,23110033616,2311,240,1CAP1  METIERS DE LA COIFFURE,MENJ,15,525
2402236011,23110022360,2311,240,1CAP1  METIERS DE LA FONDERIE,MENJ,15,525
2402513711,23110025137,2311,240,1CAP1  HORLOGERIE,MENJ,15,525
2402344411,23110023444,2311,240,1CAP1  CHARPENTIER DE MARINE,MENJ,15,525
2402432011,23110024320,2311,240,1CAP1  CORDONNERIE MULTISERVICE,MENJ,15,525
2402424111,23110024241,2311,240,1CAP1  METIERS DE LA MODE- VeT. TAILLEUR,MENJ,15,525
2402236111,23110022361,2311,240,1CAP1  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,MENJ,15,525
2402236211,23110022362,2311,240,1CAP1  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,MENJ,15,525
2402431811,23110024318,2311,240,1CAP1  SELLERIE GENERALE,MENJ,15,525
2403111911,23110031119,2311,240,1CAP1  DEMENAGEUR VEHIC.UTILITAIRE LEGER,MENJ,15,525
2402344911,23110023449,2311,240,1CAP1  MENUISIER INSTALLATEUR,MENJ,15,525
2402424211,23110024242,2311,240,1CAP1  METIERS MODE CHAPELIER-MODISTE,MENJ,15,525
2402243011,23110022430,2311,240,1CAP1  SOUFFL.VERRE : VERRERIE SCIENT.,MENJ,15,525
2402332411,23110023324,2311,240,1CAP1  MONTEUR INSTALLATIONS SANITAIRES,MENJ,15,525
2402543811,23110025438,2311,240,1CAP1  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,MENJ,15,525
2403361511,23110033615,2311,240,1CAP1  ESTHETIQUE COSMETIQUE PARFUMERIE,MENJ,15,525
2403222711,23110032227,2311,240,1CAP1  SIGNALETIQUE ET DECORS GRAPHIQUES,MENJ,15,525
2403400211,23110034002,2311,240,1CAP1  AGT PREVENTION MEDIATION,MENJ,15,525
2402242811,23110022428,2311,240,1CAP1  ARTS DU VERRE ET DU CRISTAL,MENJ,15,525
2402431611,23110024316,2311,240,1CAP1  CHAUSSURE,MENJ,15,525
2402432111,23110024321,2311,240,1CAP1  SELLIER HARNACHEUR,MENJ,15,525
2402343811,23110023438,2311,240,1CAP1  VANNERIE,MENJ,15,525
2402431911,23110024319,2311,240,1CAP1  VETEMENT DE PEAU,MENJ,15,525
2402512311,23110025123,2311,240,1CAP1 DECOLLETAGE : OPERATEUR REGLEUR,MENJ,15,525
2402521911,23110025219,2311,240,1CAP1  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,MENJ,15,525
2403430111,23110034301,2311,240,1CAP1 AGENT DE LA QUALITE DE L'EAU,MENJ,15,525
2402343011,23110023430,2311,240,1CAP1 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,MENJ,15,525
2402343111,23110023431,2311,240,1CAP1 ARTS BOIS OP_B: TOURNEUR,MENJ,15,525
2402242711,23110022427,2311,240,1CAP1 ARTS   TECH.VERRE: DECORATEUR,MENJ,15,525
2403231011,23110032310,2311,240,1CAP1  ASS.TECH.INSTR.MUSIQ. : ACCORDEON,MENJ,15,525
2402234911,23110022349,2311,240,1CAP1 BRONZIER OP_A: MONTEUR EN BRONZE,MENJ,15,525
2402235111,23110022351,2311,240,1CAP1 BRONZIER OP_C: TOURNEUR SUR BRONZ,MENJ,15,525
2402342011,23110023420,2311,240,1CAP1 CANNAGE ET PAILLAGE AMEUBLEMENT,MENJ,15,525
2402251011,23110022510,2311,240,1CAP1  COMPOSIT.PLASTIQ.CHAUDRONNES,MENJ,15,525
2403230711,23110032307,2311,240,1CAP1 ACCESSOIRISTE REALISATEUR,MENJ,15,525
2402510811,23110025108,2311,240,1CAP1 INSTRUMTS COUPANTS   DE CHIRURGIE,MENJ,15,525
2402260911,23110022609,2311,240,1CAP1 SCIERIES OP_B: AFFUTEUR SCIAGE,MENJ,15,525
2403222211,23110032222,2311,240,1CAP1 METIERS DE LA GRAVURE : MODELE,MENJ,15,525
2402332611,23110023326,2311,240,1CAP1  METIERS PLATRE ET ISOLATION,MENJ,15,525
2402214111,23110022141,2311,240,1CAP1  PATISSIER,MENJ,15,525
2402412511,23110024125,2311,240,1CAP1 RENTRAYEUR OP_A : TAPIS,MENJ,15,525
2402412611,23110024126,2311,240,1CAP1 RENTRAYEUR OP_B : TAPISSERIES,MENJ,15,525
2402233211,23110022332,2311,240,1CAP1 DOREUR A LA FEUILLE ORNEMANISTE,MENJ,15,525
2402234211,23110022342,2311,240,1CAP1 ORFEVRE OP_C : POLISSEUR AVIVEUR,MENJ,15,525
2402332711,23110023327,2311,240,1CAP1  PEINTRE APPLICATEUR REVETEMENTS,MENJ,15,525
2402522111,23110025221,2311,240,1CAP1  MAINT.MATERIELS OPT.A AGRICOLES,MENJ,15,525
2402522211,23110025222,2311,240,1CAP1  MAINT.MATERIELS OPT.B CONS.MANUT.,MENJ,15,525
2402522311,23110025223,2311,240,1CAP1  MAINT.MATERIELS OPT.C ESP. VERTS,MENJ,15,525
2402322211,23110023222,2311,240,1CAP1  CONSTRUCTEUR OUVRAGES BETON ARME,MENJ,15,525
2402200611,23110022006,2311,240,1CAP1  VALORIS.MAT.   PROPR.ESP.URB.,MENJ,15,525
2403122411,23110031224,2311,240,1CAP1  EQUIPIER POLYVALENT DU COMMERCE,MENJ,15,525
2402343311,23110023433,2311,240,1CAP1 ENCADREUR,MENJ,15,525
2403122311,23110031223,2311,240,1CAP1  FLEURISTE,MENJ,15,525
2402200211,23110022002,2311,240,1CAP1 EMPLOYE TECHNIQUE DE LABORATOIRE,MENJ,15,525
2403230811,23110032308,2311,240,1CAP1 ACCORDEUR DE PIANOS,MENJ,15,525
2402530511,23110025305,2311,240,1CAP1  AERONAUTIQUE OPTION AVIONIQUE,MENJ,15,525
2402530711,23110025307,2311,240,1CAP1  AERONAUTIQUE OPTION STRUCTURES,MENJ,15,525
2402513311,23110025133,2311,240,1CAP1 AGENT VERIF. APPAR. EXTINCTEURS,MENJ,15,525
2402513611,23110025136,2311,240,1CAP1  ARMURERIE (FABRICAT. ET REPARAT.),MENJ,15,525
2402413111,23110024131,2311,240,1CAP1  ARTS DE LA DENTELLE OPT. AIGUILLE,MENJ,15,525
2402343211,23110023432,2311,240,1CAP1 ARTS BOIS OP_C: MARQUETEUR,MENJ,15,525
2402242511,23110022425,2311,240,1CAP1 ARTS   TECH.VERRE: VITRAILLISTE,MENJ,15,525
2402235011,23110022350,2311,240,1CAP1 BRONZIER OP_B: CISELEUR SUR BRONZ,MENJ,15,525
2402431311,23110024313,2311,240,1CAP1 CORDONNIER BOTTIER,MENJ,15,525
2402242211,23110022422,2311,240,1CAP1 DECORATION EN CERAMIQUE,MENJ,15,525
2402235311,23110022353,2311,240,1CAP1 EMAILLEUR D'ART SUR METAUX,MENJ,15,525
2403110711,23110031107,2311,240,1CAP1 EMBALLEUR PROFESSIONNEL,MENJ,15,525
2402220111,23110022201,2311,240,1CAP1 INDUSTRIES CHIMIQUES,MENJ,15,525
2402271411,23110022714,2311,240,1CAP1  INSTALL. FROID CONDITIONN. D'AIR,MENJ,15,525
2402214411,23110022144,2311,240,1CAP1  CHARCUTERIE-TRAITEUR,MENJ,15,525
2402424011,23110024240,2311,240,1CAP1  METIERS DE LA MODE-VeTEMENT FLOU,MENJ,15,525
2402232411,23110022324,2311,240,1CAP1 MOULEUR NOYAUTEUR: CUIVRE BRONZE,MENJ,15,525
2402342711,23110023427,2311,240,1CAP1 OUVRIER ARCHETIER,MENJ,15,525
2403222511,23110032225,2311,240,1CAP1  SERIGRAPHIE INDUSTRIELLE,MENJ,15,525
2402242911,23110022429,2311,240,1CAP1  SOUFFLEUR VERRE : ENS.LUMINEUSE,MENJ,15,525
2403122211,23110031222,2311,240,1CAP1  PRIMEUR,MENJ,15,525
2403310611,23110033106,2311,240,1CAP1 OPER.APPAR.ORTH.-SP.ORTHOPROTHESE,MENJ,15,525
2403310711,23110033107,2311,240,1CAP1 OPER.APPAR.ORTH.-SP.PODO-ORTHESE,MENJ,15,525
2402500111,23110025001,2311,240,1CAP1 CERTIF.APTITUDE AU DEVELOPT -TOM,MENJ,15,525
2402321211,23110023212,2311,240,1CAP1 DEVELPT: CONST.ENTRET.BATIMT -TOM,MENJ,15,525
2402100211,23110021002,2311,240,1CAP1 DEVELPT: GEST.PTE EXPL.RURAL -TOM,MENJ,15,525
2402130311,23110021303,2311,240,1CAP1 DEVELPT: GEST. MILIEU MARIN -TOM,MENJ,15,525
2402312211,23110023122,2311,240,1CAP1  CONSTR. ROUT. ET AMENAGT URB.,MENJ,15,525
2402344711,23110023447,2311,240,1CAP1  MENUISIER FABRICANT,MENJ,15,525
2403440411,23110034404,2311,240,1CAP1  GARDIEN D'IMMEUBLE,MENJ,15,525
2402236311,23110022363,2311,240,1CAP1  ART TEC BIJ.JOAILL.OP.POLIS.FINI.,MENJ,15,525
2402271511,23110022715,2311,240,1CAP1  MONTEUR INSTALLATIONS THERMIQUES,MENJ,15,525
2402312311,23110023123,2311,240,1CAP1  COND.ENGINS TVX PUBLICS CARRIERES,MENJ,15,525
2402312411,23110023124,2311,240,1CAP1  CONSTR. RESEAUX CANALISATIONS TP,MENJ,15,525
2402322511,23110023225,2311,240,1CAP1  CONSTRUCTEUR OUVRAGES BETON ARME,MENJ,15,525
2402311911,23110023119,2311,240,1CAP1  CONSTR. RESEAUX CANALISATIONS TP,MENJ,15,525
2402400711,23110024007,2311,240,1CAP1  MET.ENT.TEXT. OP.A  BLANCHISSERIE,MENJ,15,525
2402400811,23110024008,2311,240,1CAP1  MET.ENT.TEXT. OP.B  PRESSING,MENJ,15,525
2402543911,23110025439,2311,240,1CAP1  METALLIER,MENJ,15,525
2402322311,23110023223,2311,240,1CAP1  COUVREUR,MENJ,15,525
2402312011,23110023120,2311,240,1CAP1  CONSTR. ROUT. ET  AMENAGT URB.,MENJ,15,525
2402300611,23110023006,2311,240,1CAP1  INTERVENT. MAINTENANCE.TECHN.BAT.,MENJ,15,525
2403320511,23110033205,2311,240,1CAP1  ACCOMPAG. EDUCATIF PETITE ENFANCE,MENJ,15,525
2403430711,23110034307,2311,240,1CAP1  AGENT DE PROPRETE ET D'HYGIENE,MENJ,15,525
2402200511,23110022005,2311,240,1CAP1  PROPR.ENVIR.URBAIN-COLLEC.RECYCL,MENJ,15,525
2402344611,23110023446,2311,240,1CAP1  CHARPENTIER BOIS,MENJ,15,525
2402345011,23110023450,2311,240,1CAP1  ASSISTANT LUTHIER DU QUATUOR,MENJ,15,525
2402214011,23110022140,2311,240,1CAP1  CREMIER-FROMAGER,MENJ,15,525
2402522511,23110025225,2311,240,1CAP1  MAINT.VEHIC.OPT.VEHIC.LEGERS,MENJ,15,525
2402522611,23110025226,2311,240,1CAP1  MAINT.VEHIC.OPT.VEHIC.TRANSP.ROUT,MENJ,15,525
2402214311,23110022143,2311,240,1CAP1  BOUCHER,MENJ,15,525
2402312111,23110023121,2311,240,1CAP1  COND.ENGINS TVX PUBLICS CARRIERES,MENJ,15,525
2402544111,23110025441,2311,240,1CAP1  PEINTRE AUTOMOBILE,MENJ,15,525
2402544011,23110025440,2311,240,1CAP1  CARROSSIER AUTOMOBILE,MENJ,15,525
2402332811,23110023328,2311,240,1CAP1  ETANCHEUR BATIMENT ET TVX PUBLICS,MENJ,15,525
2403300211,23110033002,2311,240,1CAP1  AGENT ACCOMPAGNANT AU GRAND AGE,MENJ,15,525
2403112411,23110031124,2311,240,1CAP1  COND.AGENT D'ACC. AUTOBUS AUTOCAR,MENJ,15,525
2402332911,23110023329,2311,240,1CAP1  MENUISIER ALUMINIUM-VERRE,MENJ,15,525
2402513811,23110025138,2311,240,1CAP1  TRANSP.CABLES REMONTEES MECANIQ.,MENJ,15,525
2403361711,23110033617,2311,240,1CAP1  TAXIDERMISTE,MENJ,15,525
2403320111,23110033201,2311,240,1CAP1 DEVLPT: ACT.FAMIL.ARTIS.TOUR.-TOM,MENJ,15,525
2403112311,23110031123,2311,240,1CAP1  OPER.SERV. RELAT.CLIENT LIVRAISON,MENJ,15,525
2402513011,23110025130,2311,240,1CAP1 DEVELPT: FABRIC.ENTRET.MECA. -TOM,MENJ,15,525
2402322411,23110023224,2311,240,1CAP1  MACON,MENJ,15,525
2402345111,23110023451,2311,240,1CAP1  TONNELIER,MENJ,15,525
2402522411,23110025224,2311,240,1CAP1  MAINTENANCE NAUTIQUE,MENJ,15,525
2402521811,23110025218,2311,240,1CAP1  MAINT.VEHIC.OPTA VOIT.PARTICUL.,MENJ,15,525
2402522011,23110025220,2311,240,1CAP1  MAINT.VEHIC.OPTC MOTOCYCLES,MENJ,15,525
2403111711,23110031117,2311,240,1CAP1  CONDUCTEUR ROUTIER MARCHANDISES,MENJ,15,525
2403111811,23110031118,2311,240,1CAP1  CONDUCTEUR LIVREUR MARCHANDISES,MENJ,15,525
2402214211,23110022142,2311,240,1CAP1  PROD.SERV.REST. (RAPID COLL CAFE),MENJ,15,525
2402522711,23110025227,2311,240,1CAP1  MAINT.VEHIC.OPT.MOTOCYCLES,MENJ,15,525
2403112611,23110031126,2311,240,1CAP1  CRM OPT. LIVRAISON LONG. DISTANCE,MENJ,15,525
2402542111,23110025421,2311,240,1CAP1 MISE EN FORME DES MATERIAUX,MENJ,15,525
2403112711,23110031127,2311,240,1CAP1  CRM OPT. LIVRAISONS DE PROXIMITE,MENJ,15,525
2403430811,23110034308,2311,240,1CAP1  PROPR.   PREV. BIOCONTAMINATIONS,MENJ,15,525
2403440611,23110034406,2311,240,1CAP1  GARDIEN D'IMMEUBLES,MENJ,15,525
2403350211,23110033502,2311,240,1CAP1  METIERS DU FOOTBALL,MENJ,15,525
2403112511,23110031125,2311,240,1CAP1  TRANSPORT FLUVIAL,MENJ,15,525
2402214511,23110022145,2311,240,1CAP1  CHOCOLATERIE-CONFISERIE,MENJ,15,525
2403341311,23110033413,2311,240,1CAP1  COMMER.SERV.HOTEL-CAFE-RESTAURANT,MENJ,15,525
2402544211,23110025442,2311,240,1CAP1  CONSTRUC.   AMENAG. DE VEHICULES,MENJ,15,525
2402214611,23110022146,2311,240,1CAP1  CUISINE,MENJ,15,525
2402413211,23110024132,2311,240,1CAP1  FLEURISTE DE MODE,MENJ,15,525
2402432311,23110024323,2311,240,1CAP1  MAROQUINERIE,MENJ,15,525
2402413311,23110024133,2311,240,1CAP1  PLUMASSERIE,MENJ,15,525
2412412721,23210024127,2321,241,1CAP2 ARTS DE LA BRODERIE,MENJ,10,350
2412431621,23210024316,2321,241,1CAP2  CHAUSSURE,MENJ,10,350
2412412722,23220024127,2322,241,2CAP2 ARTS DE LA BRODERIE,MENJ,15,525
2412431322,23220024313,2322,241,2CAP2 CORDONNIER BOTTIER,MENJ,15,525
2413231121,23210032311,2321,241,1CAP2  ASS.TECH.INSTR.MUSIQ.  INSTR.VENT,MENJ,10,350
2412413122,23220024131,2322,241,2CAP2  ARTS DE LA DENTELLE OPT. AIGUILLE,MENJ,15,525
2412130522,23220021305,2322,241,2CAP2  MAREYAGE,MENJ,15,525
2412552422,23220025524,2322,241,2CAP2  ELECTRICIEN,MENJ,15,525
2412543721,23210025437,2321,241,1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,MENJ,10,350
2412543722,23220025437,2322,241,2CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,MENJ,15,525
2412552421,23210025524,2321,241,1CAP2  ELECTRICIEN,MENJ,10,350
2412242921,23210022429,2321,241,1CAP2  SOUFFLEUR VERRE : ENS.LUMINEUSE,MENJ,10,350
2412243021,23210022430,2321,241,1CAP2  SOUFFL.VERRE : VERRERIE SCIENT.,MENJ,10,350
2413122321,23210031223,2321,241,1CAP2  FLEURISTE,MENJ,10,350
2413122122,23220031221,2322,241,2CAP2  POISSONNIER ECAILLER,MENJ,15,525
2413122322,23220031223,2322,241,2CAP2  FLEURISTE,MENJ,15,525
2412530621,23210025306,2321,241,1CAP2  AERONAUTIQUE OPTION SYSTEMES,MENJ,10,350
2412213821,23210022138,2321,241,1CAP2  GLACIER-FABRICANT,MENJ,10,350
2412332522,23220023325,2322,241,2CAP2  CARRELEUR MOSAISTE,MENJ,15,525
2413440521,23210034405,2321,241,1CAP2  AGENT DE SECURITE,MENJ,10,350
2412332521,23210023325,2321,241,1CAP2  CARRELEUR MOSAISTE,MENJ,10,350
2413222822,23220032228,2322,241,2CAP2  ARTS DE LA RELIURE,MENJ,15,525
2413361621,23210033616,2321,241,1CAP2  METIERS DE LA COIFFURE,MENJ,10,350
2413361622,23220033616,2322,241,2CAP2  METIERS DE LA COIFFURE,MENJ,15,525
2412344721,23210023447,2321,241,1CAP2  MENUISIER FABRICANT,MENJ,10,350
2413111921,23210031119,2321,241,1CAP2  DEMENAGEUR VEHIC.UTILITAIRE LEGER,MENJ,10,350
2412271422,23220022714,2322,241,2CAP2  INSTALL. FROID CONDITIONN. D'AIR,MENJ,15,525
2412271421,23210022714,2321,241,1CAP2  INSTALL. FROID CONDITIONN. D'AIR,MENJ,10,350
2413361521,23210033615,2321,241,1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE,MENJ,10,350
2412543821,23210025438,2321,241,1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,MENJ,10,350
2413361522,23220033615,2322,241,2CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE,MENJ,15,525
2412543822,23220025438,2322,241,2CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,MENJ,15,525
2412332621,23210023326,2321,241,1CAP2  METIERS PLATRE ET ISOLATION,MENJ,10,350
2412214122,23220022141,2322,241,2CAP2  PATISSIER,MENJ,15,525
2412332622,23220023326,2322,241,2CAP2  METIERS PLATRE ET ISOLATION,MENJ,15,525
2412214121,23210022141,2321,241,1CAP2  PATISSIER,MENJ,10,350
2412332721,23210023327,2321,241,1CAP2  PEINTRE APPLICATEUR REVETEMENTS,MENJ,10,350
2412332722,23220023327,2322,241,2CAP2  PEINTRE APPLICATEUR REVETEMENTS,MENJ,15,525
2412233921,23210022339,2321,241,1CAP2 LAPIDAIRE OP_A : DIAMANT,MENJ,10,350
2412120321,23210021203,2321,241,1CAP2  CONCHYLICULTURE,MER,10,300
2412513721,23210025137,2321,241,1CAP2  HORLOGERIE,MENJ,10,350
2412120322,23220021203,2322,241,2CAP2  CONCHYLICULTURE,MER,15,450
2412130821,23210021308,2321,241,1CAP2  MARITIME,MER,10,300
2412130822,23220021308,2322,241,2CAP2  MARITIME,MER,15,450
2412000621,23210020006,2321,241,1CAP2  PRODUCTION,MENJ,10,350
2413000121,23210030001,2321,241,1CAP2  SERVICES,MENJ,10,350
2412522122,23220025221,2322,241,2CAP2  MAINT.MATERIELS OPT.A AGRICOLES,MENJ,15,525
2413310621,23210033106,2321,241,1CAP2 OPER.APPAR.ORTH.-SP.ORTHOPROTHESE,MENJ,10,350
2412342721,23210023427,2321,241,1CAP2 OUVRIER ARCHETIER,MENJ,10,350
2413230721,23210032307,2321,241,1CAP2 ACCESSOIRISTE REALISATEUR,MENJ,10,350
2413230821,23210032308,2321,241,1CAP2 ACCORDEUR DE PIANOS,MENJ,10,350
2412530521,23210025305,2321,241,1CAP2  AERONAUTIQUE OPTION AVIONIQUE,MENJ,10,350
2412530721,23210025307,2321,241,1CAP2  AERONAUTIQUE OPTION STRUCTURES,MENJ,10,350
2413430121,23210034301,2321,241,1CAP2 AGENT DE LA QUALITE DE L'EAU,MENJ,10,350
2413400221,23210034002,2321,241,1CAP2  AGT PREVENTION MEDIATION,MENJ,10,350
2412513321,23210025133,2321,241,1CAP2 AGENT VERIF. APPAR. EXTINCTEURS,MENJ,10,350
2412513621,23210025136,2321,241,1CAP2  ARMURERIE (FABRICAT. ET REPARAT.),MENJ,10,350
2412236121,23210022361,2321,241,1CAP2  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,MENJ,10,350
2412236221,23210022362,2321,241,1CAP2  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,MENJ,10,350
2412413121,23210024131,2321,241,1CAP2  ARTS DE LA DENTELLE OPT. AIGUILLE,MENJ,10,350
2412413021,23210024130,2321,241,1CAP2  ARTS DE LA DENTELLE OPT. FUSEAUx,MENJ,10,350
2413222821,23210032228,2321,241,1CAP2  ARTS DE LA RELIURE,MENJ,10,350
2412343021,23210023430,2321,241,1CAP2 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,MENJ,10,350
2412343121,23210023431,2321,241,1CAP2 ARTS BOIS OP_B: TOURNEUR,MENJ,10,350
2412343221,23210023432,2321,241,1CAP2 ARTS BOIS OP_C: MARQUETEUR,MENJ,10,350
2412423121,23210024231,2321,241,1CAP2 ARTS DU TAPIS ET TAPISS.DE LISSE,MENJ,10,350
2412242821,23210022428,2321,241,1CAP2  ARTS DU VERRE ET DU CRISTAL,MENJ,10,350
2412242721,23210022427,2321,241,1CAP2 ARTS   TECH.VERRE: DECORATEUR,MENJ,10,350
2412242521,23210022425,2321,241,1CAP2 ARTS   TECH.VERRE: VITRAILLISTE,MENJ,10,350
2413231021,23210032310,2321,241,1CAP2  ASS.TECH.INSTR.MUSIQ. : ACCORDEON,MENJ,10,350
2413231321,23210032313,2321,241,1CAP2  ASS.TECH.INSTR.MUSIQ. : GUITARE,MENJ,10,350
2413231221,23210032312,2321,241,1CAP2  ASS.TECH.INSTR.MUSIQ. : PIANO,MENJ,10,350
2412213721,23210022137,2321,241,1CAP2  BOULANGER,MENJ,10,350
2412234921,23210022349,2321,241,1CAP2 BRONZIER OP_A: MONTEUR EN BRONZE,MENJ,10,350
2412235021,23210022350,2321,241,1CAP2 BRONZIER OP_B: CISELEUR SUR BRONZ,MENJ,10,350
2412235121,23210022351,2321,241,1CAP2 BRONZIER OP_C: TOURNEUR SUR BRONZ,MENJ,10,350
2412342021,23210023420,2321,241,1CAP2 CANNAGE ET PAILLAGE AMEUBLEMENT,MENJ,10,350
2412344421,23210023444,2321,241,1CAP2  CHARPENTIER DE MARINE,MENJ,10,350
2412251021,23210022510,2321,241,1CAP2  COMPOSIT.PLASTIQ.CHAUDRONNES,MENJ,10,350
2412010121,23210020101,2321,241,1CAP2  CONDUCT. INSTALLATIONS PRODUCTION,MENJ,10,350
2412344321,23210023443,2321,241,1CAP2  CONDUCTEUR-OPERATEUR DE SCIERIE,MENJ,10,350
2412432021,23210024320,2321,241,1CAP2  CORDONNERIE MULTISERVICE,MENJ,10,350
2412431321,23210024313,2321,241,1CAP2 CORDONNIER BOTTIER,MENJ,10,350
2412512321,23210025123,2321,241,1CAP2 DECOLLETAGE : OPERATEUR REGLEUR,MENJ,10,350
2412242221,23210022422,2321,241,1CAP2 DECORATION EN CERAMIQUE,MENJ,10,350
